SP,ST,ET,LB,LMin,LMax,LMean,LSD,UMin,UMax,UMean,USD,x0,x1,x2,x3,x4,x5,x6,r2,Rise,Increment,MaxTime
1000,2023-11-16T14:25:06,12.160400000000001,0.5,771.2381276495435,827.2871808581302,812.8767737978403,13.95679032501613,827.3074522293995,829.3861484439403,828.3736500832907,0.6421981782924616,771.2381276495435,0.34595146981519065,-0.0012528915326939227,2.778286362886684e-06,-3.4313780231120822e-09,2.1457639931711566e-12,-5.28552575339363e-16,0.9994788310741678,True,50,1204
1050,2023-11-16T14:45:39,10.176666666666668,0.5,836.677462139749,878.2780435949247,869.4298233400524,10.136254536778921,878.295917576304,880.4479191740159,879.5908946321377,0.6521177856063417,836.677462139749,0.3374148603361391,-0.0013180381669215535,2.8911740983794676e-06,-3.5534808532646477e-09,2.279982925124917e-12,-5.932870833323839e-16,0.9991556739068082,True,50,1075
1100,2023-11-16T15:05:11,10.489066666666668,0.5,880.1567284069461,930.7700501002167,920.7235875649843,11.93717397414573,930.7884408056925,932.3172523447649,931.6455172838633,0.42002516955457314,880.1567284069461,0.4415306135751962,-0.0018303764582583426,4.138456869501317e-06,-5.117096750858639e-09,3.239618647609375e-12,-8.201209851505204e-16,0.9988041231262845,True,50,1108
1150,2023-11-16T15:25:11,9.9314,0.5,932.4393577294686,982.4976643437421,972.5310980434413,12.059699672072206,982.5173029772491,983.6409201424456,983.0477466702026,0.28130286940155574,932.4393577294686,0.43861921326788433,-0.0017797756435484757,3.9196034415101e-06,-4.715349531518066e-09,2.8958357224829317e-12,-7.082895085760031e-16,0.9992021563530431,True,50,1173
1200,2023-11-16T15:45:11,9.266933333333332,0.5,983.1169837420894,1035.0442997047498,1024.9671873038717,12.43842849787414,1034.5535897762493,1035.5682656382685,1035.0906043383839,0.3289881207599794,983.1169837420894,0.4994642865622154,-0.0022035461221534547,5.232311211356144e-06,-6.745260414402123e-09,4.414453057618706e-12,-1.1453076705996677e-15,0.9991190419759063,True,50,1121
1250,2023-11-16T16:05:11,9.795933333333332,0.5,1035.777965683228,1086.1090722972272,1077.6830904845206,11.472330282518351,1085.5251986391427,1086.648312376665,1086.1236821968143,0.3655759037879052,1035.777965683228,0.5329916343880541,-0.002453950781784897,5.821945892298119e-06,-7.332778370860689e-09,4.642742296030353e-12,-1.160792463271101e-15,0.9977445614171278,True,50,1157
1300,2023-11-16T16:25:11,7.4422,0.5,1085.625829541037,1138.6068306376287,1128.6601705852402,12.472687269978628,1138.616641683969,1139.0295636543594,1138.9218570922358,0.11966456556536423,1085.625829541037,0.671873176101144,-0.004025900947539185,1.3329703013376104e-05,-2.4601453996360434e-08,2.3704634953273704e-11,-9.315287459564591e-15,0.9993814360159259,True,50,586
1350,2023-11-16T16:35:12,5.923866666666667,0.5,1137.6134261942934,1190.7192306214504,1180.4947627622544,12.375617457573133,1190.7289764708437,1192.1818726364747,1191.340173472376,0.489264768715306,1137.6134261942934,0.8666787108249991,-0.006872566732454288,3.0007223960293317e-05,-7.181101836437054e-08,8.78596790929013e-11,-4.285689957512513e-14,0.9982311043918155,True,50,577
1400,2023-11-16T16:45:11,6.019866666666667,0.5,1191.4863321032753,1242.898747245594,1233.8284546111036,11.676672578279488,1242.9087177047818,1244.1851489211767,1243.389720943448,0.4287561521268258,1191.4863321032753,0.8903226610327692,-0.007130085196450864,3.0425671972755808e-05,-7.016891654179624e-08,8.229320314501464e-11,-3.841082265436469e-14,0.9997099306866994,True,50,598
1450,2023-11-16T16:55:20,5.087599999999999,0.5,1244.5976050901227,1295.5407335908455,1286.1798210529557,11.283693716261993,1294.5311169459062,1296.9610265927222,1295.4914863424917,0.7603443282428671,1244.5976050901227,1.0840125353697658,-0.010871035479823377,5.7024448621767476e-05,-1.5801404759652193e-07,2.1832553248969427e-10,-1.1822391499137643e-13,0.9983956795900178,True,50,553
1500,2023-11-16T17:05:11,3.5282,0.5,1293.0591779031092,1345.0084090284915,1333.3937438966386,13.978245761034096,1345.0183561030249,1347.171893926276,1345.972105367645,0.4450149176110028,1293.0591779031092,0.9414829560755607,-0.0069854757211658125,2.6884146870687076e-05,-5.596919622988944e-08,5.961292507245902e-11,-2.5395233975386995e-14,0.9940752630496151,True,50,598
1100,2023-11-16T17:16:01,28.100433333333335,0.5,643.2905608908954,1172.924409934698,755.8799809008376,148.6442894789212,415.3835987188195,656.4931596914096,577.1111355466303,73.98761609152857,1172.924409934698,-1.0279944220372954,0.0004047738793464539,3.271715668185307e-07,-2.983440954878746e-10,7.84481874550472e-14,-6.965197771532895e-18,0.9902050065639117,False,-400,2917
100,2023-11-17T11:10:36,,0.5,None,None,None,None,None,None,None,None,19.00000000000422,-1.046875,0.01953125,-9.918212890625e-05,3.5390257835388184e-07,3.4924596548080444e-10,-5.400124791776761e-13,0.3773562721391761,False,-1000,213
600,2023-11-17T11:15:11,59.3736,0.5,17.972056329790956,455.08261579929103,309.9385848995781,150.97382604369707,454.8248427316048,459.28730160660416,455.76727557411454,0.8628744531311014,27.758729845576454,-0.16508204751676203,0.000761196509523554,-5.581466219041833e-07,1.8417679386045404e-10,-2.9262473536937654e-14,1.8178326276539585e-18,0.9997236401766699,True,500,4498
650,2023-11-17T12:31:16,22.668799999999997,0.5,460.3608219897724,496.75980530801553,484.58501357542673,9.792286370937758,496.79368306897305,499.2682737839354,498.1009797337313,0.525128587767826,460.3608219897724,0.07304612152529444,-7.190447199789674e-05,3.097209336222484e-08,1.1308198850240331e-11,-1.4736613134525542e-14,3.4851651738646145e-18,0.9990153924908102,True,50,2024
700,2023-11-17T13:05:11,20.648000000000003,0.5,498.0603853850189,541.0737399278971,527.7590337622322,11.915682532648392,541.1028019633626,543.101717414613,542.4956622038051,0.6116104257735234,498.0603853850189,0.09184596897421216,-7.461668920960562e-05,1.8869824452982797e-08,1.0724068388954372e-11,-7.217947895911088e-15,1.0238792795099222e-18,0.9992110190102454,True,50,1740
750,2023-11-17T13:35:11,17.342,0.5,542.399659156421,585.6018564028452,573.2080016291081,11.758036292813118,585.6317415409553,588.1234289568499,587.3538253897922,0.6766572078738617,542.399659156421,0.12516627725472063,-0.00015059445012965966,8.157151554222253e-08,-2.344337330056727e-12,-1.511841330498359e-14,4.202367528643063e-18,0.9988783702018613,True,50,1794
800,2023-11-17T14:05:11,17.0496,0.5,587.6350555725803,631.9528914739329,620.0358935620334,11.786989920008907,631.9825190220758,634.0769244268525,633.5850732238007,0.5814000357968949,587.6350555725803,0.14645803732764762,-0.0002111535741775583,1.5146549307148982e-07,-3.91854408553975e-11,-7.395272327668477e-15,3.963725301536055e-18,0.999344050595772,True,50,1776
850,2023-11-17T14:35:19,14.579,0.5,634.3423244254955,677.7750825464796,665.8671242109197,11.330516313704722,677.7990241709169,680.1110504370783,678.9392075047654,0.527121543410514,634.3423244254955,0.1816921529989486,-0.00040471155118382285,5.695139783934433e-07,-4.68044707090348e-10,1.9917909261691326e-13,-3.3413655893930095e-17,0.9991406869316976,True,50,1434
900,2023-11-17T15:00:11,14.848,0.5,679.5169730570342,725.3442185001444,713.7471609021283,11.762395237392521,725.3635214751276,726.0154994888243,725.8734189962286,0.17832138172195783,679.5169730570342,0.19326960034595686,-0.0003328905620776368,1.6391569088169966e-07,2.3237264849406032e-10,-3.1506494874385e-13,1.048224194403698e-16,0.9997036387559903,True,50,1160
950,2023-11-17T15:20:13,12.429333333333334,0.5,726.6926282224886,777.9648019210728,763.688484948077,13.779498703561751,777.9843456101021,780.1028671149159,779.2205359220499,0.65782740806029,726.6926282224886,0.2355343624458328,-0.000597262296345491,1.0899269232977904e-06,-1.277428722046628e-09,8.068575923632265e-13,-2.0486848263378173e-16,0.9992262808174036,True,50,1180
1000,2023-11-17T15:40:11,9.488,0.5,779.16933158756,831.0548288820779,818.085147037623,13.583141509091528,830.8157861610234,833.0030192821896,831.5178107612948,0.6753867714302615,779.16933158756,0.3530219139302062,-0.001185415994321204,2.420968587824035e-06,-2.9086555426586017e-09,1.834218686260547e-12,-4.61918229928241e-16,0.9976697214298943,True,50,1186
1050,2023-11-17T16:01:10,12.2461,0.5,848.0165366760048,881.7996115363865,874.3522495094711,7.938261547817976,881.81313637685,882.0791809477485,882.0021190289659,0.07825438149918133,848.0165366760048,0.25628416500330786,-0.0011320483733072706,3.1393329398277103e-06,-5.130898039990353e-09,4.458599922174062e-12,-1.576188709190128e-15,0.9988200566935971,True,50,811
1100,2023-11-17T16:15:11,,0.5,None,None,None,None,None,None,None,None,881.515313034608,0.4249087512216647,-0.0012429527741630864,4.1579278464709546e-08,7.403773116289314e-09,-1.475998541681248e-11,9.112605419836043e-15,0.9994189356579235,True,50,549
